transaction_id,user_id,amount,currency,country,merchant_type,device_risk_score,timestamp,transaction_type,description,recipient_account,sender_account
TXN-1594,user_131,652.2,SGD,UAE,restaurant,0.46,2024-01-15 16:36:33,payment,Transaction 594,ACC8809157846,ACC1518353022
TXN-1595,user_060,504.13,SGD,India,automobile,0.97,2024-01-15 11:10:42,transfer,Transaction 595,ACC9809855655,ACC4201711250
TXN-1596,user_156,1445493.2,INR,UAE,investment,0.77,2024-01-15 09:03:39,deposit,Transaction 596,ACC3283372690,ACC1884543927
TXN-1597,user_146,5178.28,USD,India,restaurant,0.43,2024-01-15 15:49:30,deposit,Transaction 597,ACC5939839886,ACC6863818885
TXN-1598,user_162,1187381.57,INR,Singapore,jewelry,0.35,2024-01-15 09:48:13,withdrawal,Transaction 598,ACC3498867479,ACC3032690868
TXN-1599,user_073,896.85,GBP,India,healthcare,0.37,2024-01-15 12:00:25,transfer,Transaction 599,ACC7095878996,ACC9920422226
TXN-1600,user_018,5080.07,GBP,Singapore,crypto_exchange,0.49,2024-01-16 16:32:35,transfer,Transaction 600,ACC7808754428,ACC6768712352
TXN-1601,user_195,342.57,AED,USA,online,0.3,2024-01-16 13:00:08,withdrawal,Transaction 601,ACC9158057150,ACC2280531787
TXN-1602,user_009,116537.1,EUR,India,entertainment,0.3,2024-01-16 18:31:45,payment,Transaction 602,ACC2349980498,ACC3973954472
TXN-1603,user_162,2473.03,INR,Singapore,education,0.16,2024-01-16 13:16:26,payment,Transaction 603,ACC9962334098,ACC7599668951
TXN-1604,user_053,6301.7,AED,India,entertainment,0.73,2024-01-16 11:24:39,deposit,Transaction 604,ACC2875042608,ACC2568495369
TXN-1605,user_025,753.69,USD,India,jewelry,0.22,2024-01-16 18:07:59,payment,Transaction 605,ACC2963602263,ACC7876510156
TXN-1606,user_098,9035.65,AED,India,real_estate,0.33,2024-01-16 11:22:18,transfer,Transaction 606,ACC9390548805,ACC6982555498
TXN-1607,user_138,261.8,INR,India,crypto_exchange,0.31,2024-01-16 12:23:08,payment,Transaction 607,ACC3789544234,ACC3345588192
TXN-1608,user_126,8286.42,INR,India,grocery,0.19,2024-01-16 11:44:24,deposit,Transaction 608,ACC6735460938,ACC1649351691
TXN-1609,user_137,502.6,GBP,India,utilities,0.13,2024-01-16 16:04:09,transfer,Transaction 609,ACC8215775009,ACC1634623072
TXN-1610,user_076,80404.82,AED,Singapore,real_estate,0.11,2024-01-16 12:23:32,transfer,Transaction 610,ACC6882158641,ACC4282235270
TXN-1611,user_180,171.79,USD,India,education,0.16,2024-01-16 16:10:07,transfer,Transaction 611,ACC5127105444,ACC1940101756
TXN-1612,user_042,21189.79,AED,India,automobile,0.88,2024-01-16 14:38:31,withdrawal,Transaction 612,ACC7810004803,ACC3441406941
TXN-1613,user_150,7791.55,AED,UAE,retail,0.46,2024-01-16 15:13:06,payment,Transaction 613,ACC7215799441,ACC2775360663
TXN-1614,user_084,634.87,SGD,Singapore,crypto_exchange,0.31,2024-01-16 17:00:51,transfer,Transaction 614,ACC4611874885,ACC9317444536
TXN-1615,user_080,9313.82,GBP,India,business,0.12,2024-01-16 11:55:36,withdrawal,Transaction 615,ACC8453579394,ACC6940600507
TXN-1616,user_109,3822.62,USD,USA,crypto_exchange,0.39,2024-01-16 15:29:17,transfer,Transaction 616,ACC9564564702,ACC8264359950
TXN-1617,user_158,5637.18,SGD,Singapore,education,0.7,2024-01-16 10:47:17,withdrawal,Transaction 617,ACC1831358173,ACC9796821414
TXN-1618,user_192,772.42,EUR,USA,healthcare,0.27,2024-01-16 12:24:06,transfer,Transaction 618,ACC1508577639,ACC4980040446
TXN-1619,user_128,64169.76,EUR,USA,online,0.4,2024-01-16 13:11:48,withdrawal,Transaction 619,ACC2208396390,ACC3170313570
TXN-1620,user_104,6513.61,USD,India,entertainment,0.29,2024-01-16 15:12:40,payment,Transaction 620,ACC6473191370,ACC4925204939
TXN-1621,user_101,4418.4,USD,India,restaurant,0.53,2024-01-16 13:22:11,payment,Transaction 621,ACC6143834471,ACC7150971463
TXN-1622,user_182,3815.52,AED,UK,utilities,0.33,2024-01-16 09:48:32,transfer,Transaction 622,ACC7889269026,ACC4983420609
TXN-1623,user_091,333407.13,EUR,India,business,0.11,2024-01-16 15:54:10,deposit,Transaction 623,ACC9828355662,ACC7786428202
TXN-1624,user_089,4056.93,EUR,India,healthcare,0.18,2024-01-16 14:09:25,withdrawal,Transaction 624,ACC6638571877,ACC6319895395
TXN-1625,user_155,5550.24,AED,India,retail,0.31,2024-01-16 16:50:44,withdrawal,Transaction 625,ACC3276874359,ACC2797921693
TXN-1626,user_011,58233.42,GBP,India,utilities,0.4,2024-01-16 16:37:51,withdrawal,Transaction 626,ACC5905009479,ACC4100279883
TXN-1627,user_185,2850.92,AED,India,retail,0.11,2024-01-16 14:36:00,payment,Transaction 627,ACC3428848540,ACC7742244935
TXN-1628,user_094,5934.44,INR,India,travel,0.74,2024-01-16 11:29:43,deposit,Transaction 628,ACC7274408727,ACC3190943334
TXN-1629,user_031,991.99,SGD,India,retail,0.58,2024-01-16 17:53:53,payment,Transaction 629,ACC8258543930,ACC6441971648
TXN-1630,user_042,772.36,USD,India,retail,0.12,2024-01-16 13:31:11,deposit,Transaction 630,ACC3273508966,ACC4029285775
TXN-1631,user_135,3509.06,AED,UAE,restaurant,0.79,2024-01-16 11:37:37,payment,Transaction 631,ACC6759231872,ACC8002252840
TXN-1632,user_079,535.21,USD,India,retail,0.85,2024-01-16 09:08:38,withdrawal,Transaction 632,ACC2080778114,ACC4549808193
TXN-1633,user_068,3911.03,GBP,India,online,0.39,2024-01-16 12:35:22,transfer,Transaction 633,ACC8337096121,ACC4151930248
TXN-1634,user_106,414652.83,USD,UAE,entertainment,0.31,2024-01-16 14:11:18,deposit,Transaction 634,ACC8004824009,ACC8322241294
TXN-1635,user_198,609.87,SGD,USA,restaurant,0.51,2024-01-16 13:34:08,transfer,Transaction 635,ACC3285913338,ACC5841382755
TXN-1636,user_087,8268.43,GBP,UAE,crypto_exchange,0.35,2024-01-16 16:19:09,withdrawal,Transaction 636,ACC6244165070,ACC8629030252
TXN-1637,user_015,6698.67,GBP,UK,crypto_exchange,0.58,2024-01-16 18:40:09,deposit,Transaction 637,ACC1791904309,ACC8652195048
TXN-1638,user_026,6839.57,SGD,India,automobile,0.89,2024-01-16 12:34:44,withdrawal,Transaction 638,ACC9548720378,ACC4186660802
TXN-1639,user_078,235.47,SGD,India,entertainment,0.41,2024-01-16 09:42:26,payment,Transaction 639,ACC2804784756,ACC1352402852
TXN-1640,user_014,36593.69,SGD,UK,grocery,0.15,2024-01-17 14:13:12,transfer,Transaction 640,ACC4345605213,ACC7140149965
TXN-1641,user_033,268.76,GBP,India,restaurant,0.84,2024-01-17 13:28:35,withdrawal,Transaction 641,ACC2386893493,ACC5759440914
TXN-1642,user_079,7669.85,SGD,India,grocery,0.37,2024-01-17 14:32:31,withdrawal,Transaction 642,ACC8709575122,ACC2724849119
TXN-1643,user_136,166332.89,SGD,UAE,business,0.13,2024-01-17 17:04:23,withdrawal,Transaction 643,ACC6112809521,ACC7196504969
TXN-1644,user_110,907.58,AED,India,crypto_exchange,0.39,2024-01-17 17:26:38,deposit,Transaction 644,ACC2427907692,ACC7892218247
TXN-1645,user_085,66382.28,GBP,USA,jewelry,0.15,2024-01-17 17:31:35,deposit,Transaction 645,ACC7530708773,ACC1125041971
TXN-1646,user_166,176.64,AED,India,travel,0.16,2024-01-17 16:40:20,payment,Transaction 646,ACC3839434061,ACC7981783729
TXN-1647,user_156,4747.24,GBP,USA,education,0.36,2024-01-17 17:32:57,deposit,Transaction 647,ACC7324102825,ACC7723667548
TXN-1648,user_062,220298.43,SGD,India,restaurant,0.74,2024-01-17 16:19:38,transfer,Transaction 648,ACC5961770341,ACC5984023944
TXN-1649,user_016,8270.08,EUR,India,investment,0.27,2024-01-17 09:56:53,payment,Transaction 649,ACC1980892808,ACC4325423851
TXN-1650,user_105,30294.74,AED,UAE,real_estate,0.81,2024-01-17 14:25:25,transfer,Transaction 650,ACC8025407329,ACC6294843320
TXN-1651,user_137,2004.63,INR,India,travel,0.17,2024-01-17 18:25:53,withdrawal,Transaction 651,ACC3796734198,ACC8624121989
TXN-1652,user_129,6000.82,USD,UAE,restaurant,0.39,2024-01-17 12:29:05,payment,Transaction 652,ACC6604802181,ACC9051062056
TXN-1653,user_169,2301.86,GBP,UAE,healthcare,0.4,2024-01-17 14:25:10,withdrawal,Transaction 653,ACC5630745545,ACC5368657330
TXN-1654,user_189,698.98,SGD,India,utilities,0.59,2024-01-17 12:42:43,withdrawal,Transaction 654,ACC2011168615,ACC1242731224
TXN-1655,user_188,152.8,USD,India,investment,0.46,2024-01-17 09:53:45,deposit,Transaction 655,ACC2795993917,ACC6206722934
TXN-1656,user_173,7488.38,GBP,UAE,automobile,0.32,2024-01-17 11:12:33,payment,Transaction 656,ACC1902281354,ACC4718073936
TXN-1657,user_149,686.82,USD,India,utilities,0.35,2024-01-17 09:36:51,withdrawal,Transaction 657,ACC8634918421,ACC5303332593
TXN-1658,user_177,1308.11,EUR,India,travel,0.29,2024-01-17 17:06:12,withdrawal,Transaction 658,ACC4939545534,ACC5662737971
TXN-1659,user_028,9941.54,SGD,Germany,travel,0.53,2024-01-17 15:47:08,withdrawal,Transaction 659,ACC5782750734,ACC3550374943
TXN-1660,user_190,53575.02,USD,USA,investment,0.33,2024-01-17 15:50:59,withdrawal,Transaction 660,ACC6479217926,ACC7074854844
TXN-1661,user_114,8227.7,SGD,India,utilities,0.24,2024-01-17 14:33:42,deposit,Transaction 661,ACC4353548998,ACC1049313602
TXN-1662,user_057,8861.15,EUR,UAE,investment,0.32,2024-01-17 14:42:40,deposit,Transaction 662,ACC7735613612,ACC9534606871
TXN-1663,user_159,580.84,SGD,India,retail,0.13,2024-01-17 17:58:23,withdrawal,Transaction 663,ACC7680797576,ACC7213635437
TXN-1664,user_179,499310.48,INR,Singapore,jewelry,0.74,2024-01-17 15:45:29,withdrawal,Transaction 664,ACC6689586618,ACC2990608357
TXN-1665,user_038,2449.6,AED,UK,crypto_exchange,0.36,2024-01-17 14:25:27,transfer,Transaction 665,ACC8309078522,ACC5579930723
TXN-1666,user_070,7147.25,GBP,UK,real_estate,0.39,2024-01-17 15:20:30,transfer,Transaction 666,ACC7296131218,ACC9275282683
TXN-1667,user_021,8610.78,AED,India,retail,0.25,2024-01-17 18:37:44,transfer,Transaction 667,ACC1850534800,ACC7110160464
TXN-1668,user_049,3638.54,SGD,UK,crypto_exchange,0.19,2024-01-17 11:20:24,withdrawal,Transaction 668,ACC1851473260,ACC8044363300
TXN-1669,user_029,4892.36,EUR,Singapore,grocery,0.2,2024-01-17 13:48:14,withdrawal,Transaction 669,ACC2912522362,ACC1103482567
TXN-1670,user_021,12535.35,GBP,India,restaurant,0.38,2024-01-17 18:45:29,payment,Transaction 670,ACC1486350031,ACC6102945150
TXN-1671,user_095,460.88,USD,India,retail,0.35,2024-01-17 11:06:00,payment,Transaction 671,ACC1073704913,ACC2813301846
TXN-1672,user_157,61780.95,INR,India,real_estate,0.2,2024-01-17 11:50:31,payment,Transaction 672,ACC1845891707,ACC8127377606
TXN-1673,user_164,2275.63,SGD,India,travel,0.21,2024-01-17 09:19:52,withdrawal,Transaction 673,ACC7343072057,ACC7845314099
TXN-1674,user_106,456.74,USD,USA,investment,0.55,2024-01-17 16:55:18,transfer,Transaction 674,ACC5482681172,ACC8571771056
TXN-1675,user_021,211.38,INR,UK,real_estate,0.31,2024-01-17 15:01:43,transfer,Transaction 675,ACC9801664558,ACC2957248602
TXN-1676,user_197,749.57,EUR,India,education,0.5,2024-01-17 13:14:48,payment,Transaction 676,ACC2474218100,ACC3189165145
TXN-1677,user_102,3205.3,EUR,Canada,crypto_exchange,0.56,2024-01-17 18:14:27,deposit,Transaction 677,ACC4835822898,ACC3421484923
TXN-1678,user_074,557.7,GBP,UK,travel,0.47,2024-01-17 18:07:44,payment,Transaction 678,ACC8095516809,ACC9786153429
TXN-1679,user_110,561.48,INR,India,online,1.02,2024-01-17 12:46:00,transfer,Transaction 679,ACC3231310671,ACC2138329299
TXN-1680,user_076,4451.03,EUR,India,healthcare,0.33,2024-01-18 18:57:03,transfer,Transaction 680,ACC2519104551,ACC7415959177
TXN-1681,user_151,16479.95,SGD,India,real_estate,0.18,2024-01-18 18:49:24,payment,Transaction 681,ACC4550338104,ACC5375612534
TXN-1682,user_027,91472.76,AED,India,utilities,0.17,2024-01-18 17:25:11,deposit,Transaction 682,ACC4644198982,ACC4381784088
TXN-1683,user_133,3515.94,SGD,UK,online,0.82,2024-01-18 10:15:37,withdrawal,Transaction 683,ACC4129203029,ACC3330683083
TXN-1684,user_153,73345.59,INR,India,utilities,0.25,2024-01-18 13:31:40,payment,Transaction 684,ACC6612688803,ACC6936057914
TXN-1685,user_040,8154.71,GBP,India,investment,0.85,2024-01-18 14:02:23,payment,Transaction 685,ACC2707697438,ACC6946747235
TXN-1686,user_030,3401.49,GBP,India,restaurant,0.14,2024-01-18 13:52:21,deposit,Transaction 686,ACC4331550369,ACC5468997324
TXN-1687,user_103,4702.19,INR,India,entertainment,0.37,2024-01-18 16:20:54,payment,Transaction 687,ACC6653748924,ACC6405061002
TXN-1688,user_026,1908.13,USD,India,healthcare,0.28,2024-01-18 16:53:36,withdrawal,Transaction 688,ACC9635674346,ACC1127574470
TXN-1689,user_002,509.32,SGD,USA,automobile,0.18,2024-01-18 17:16:44,withdrawal,Transaction 689,ACC3175588901,ACC9555356526
TXN-1690,user_179,232.49,GBP,UK,restaurant,0.33,2024-01-18 16:22:04,transfer,Transaction 690,ACC2366059896,ACC4366933805
TXN-1691,user_170,53718.37,SGD,India,automobile,0.15,2024-01-18 09:04:28,payment,Transaction 691,ACC7949297113,ACC3471781498
TXN-1692,user_041,8241.2,USD,India,crypto_exchange,0.29,2024-01-18 09:22:19,payment,Transaction 692,ACC8333660912,ACC1939162207
TXN-1693,user_040,2063.39,USD,India,restaurant,0.69,2024-01-18 14:52:12,transfer,Transaction 693,ACC4219740258,ACC4992697593
TXN-1694,user_159,15415.18,EUR,USA,grocery,0.25,2024-01-18 11:04:27,deposit,Transaction 694,ACC5375556911,ACC9116705399
TXN-1695,user_079,982.2,USD,Canada,crypto_exchange,0.42,2024-01-18 15:49:05,transfer,Transaction 695,ACC6080764660,ACC9753217746
TXN-1696,user_136,1311463.6,SGD,USA,entertainment,0.31,2024-01-18 16:35:31,payment,Transaction 696,ACC7257228453,ACC6239862603
TXN-1697,user_190,69133.1,USD,India,utilities,0.26,2024-01-18 10:48:45,payment,Transaction 697,ACC4250841869,ACC6855992135
TXN-1698,user_141,3845.61,EUR,India,education,0.34,2024-01-18 10:02:59,transfer,Transaction 698,ACC5919922431,ACC5169189341
TXN-1699,user_149,63223.27,EUR,India,grocery,0.42,2024-01-18 18:07:38,deposit,Transaction 699,ACC6385536021,ACC6301763410
TXN-1700,user_101,859.43,USD,India,grocery,0.16,2024-01-18 11:52:52,deposit,Transaction 700,ACC1975058078,ACC1439855445
TXN-1701,user_153,857.12,EUR,India,investment,0.11,2024-01-18 17:30:33,deposit,Transaction 701,ACC5542017665,ACC1005128585
TXN-1702,user_015,153.34,SGD,India,healthcare,0.2,2024-01-18 15:15:55,deposit,Transaction 702,ACC1729082516,ACC2236989101
TXN-1703,user_030,2801.62,GBP,India,entertainment,0.37,2024-01-18 11:33:06,payment,Transaction 703,ACC5384860963,ACC7431357185
TXN-1704,user_073,6303.89,EUR,India,healthcare,0.19,2024-01-18 09:23:14,deposit,Transaction 704,ACC9048520856,ACC3720403202
TXN-1705,user_185,80928.54,AED,India,business,0.39,2024-01-18 13:48:07,deposit,Transaction 705,ACC9924410588,ACC2784223214
TXN-1706,user_159,642.38,SGD,USA,retail,0.41,2024-01-18 18:35:06,payment,Transaction 706,ACC5194946513,ACC4962380802
TXN-1707,user_040,8347.35,SGD,USA,business,0.25,2024-01-18 14:29:32,payment,Transaction 707,ACC1388133095,ACC3291728037
TXN-1708,user_176,7488.15,INR,India,entertainment,0.24,2024-01-18 17:29:31,withdrawal,Transaction 708,ACC6464316286,ACC1952540510
TXN-1709,user_010,385.87,GBP,India,real_estate,0.99,2024-01-18 09:19:28,transfer,Transaction 709,ACC1249624720,ACC8853740114
TXN-1710,user_003,59615.87,GBP,India,jewelry,0.13,2024-01-18 18:21:22,withdrawal,Transaction 710,ACC6622374487,ACC7115747442
TXN-1711,user_191,44921.93,GBP,India,investment,0.16,2024-01-18 16:41:07,transfer,Transaction 711,ACC6584920630,ACC6368711782
TXN-1712,user_052,281269.75,SGD,India,jewelry,0.18,2024-01-18 18:17:55,payment,Transaction 712,ACC2311429846,ACC3879223703
TXN-1713,user_200,2256.02,GBP,USA,education,0.43,2024-01-18 12:12:22,payment,Transaction 713,ACC3583003197,ACC3841302093
TXN-1714,user_084,1382.25,INR,India,healthcare,0.26,2024-01-18 12:33:52,transfer,Transaction 714,ACC5574353375,ACC7804983339
TXN-1715,user_170,2498.19,INR,India,jewelry,0.24,2024-01-18 12:58:41,payment,Transaction 715,ACC8106447007,ACC7085799154
TXN-1716,user_107,300172.23,GBP,India,healthcare,0.16,2024-01-18 09:20:21,withdrawal,Transaction 716,ACC3104564607,ACC1250912812
TXN-1717,user_045,135.4,EUR,Singapore,restaurant,0.33,2024-01-18 12:39:06,payment,Transaction 717,ACC7552208378,ACC4507216207
TXN-1718,user_091,126.24,GBP,India,automobile,0.25,2024-01-18 11:02:56,deposit,Transaction 718,ACC8770634628,ACC2879194607
TXN-1719,user_024,2469.05,USD,India,restaurant,0.11,2024-01-18 10:13:57,transfer,Transaction 719,ACC2066594733,ACC5780291705
TXN-1720,user_183,129.55,USD,Australia,travel,0.39,2024-01-19 17:59:16,withdrawal,Transaction 720,ACC3167985553,ACC9723071110
TXN-1721,user_172,8508.05,EUR,UK,crypto_exchange,0.36,2024-01-19 10:56:57,transfer,Transaction 721,ACC5513242235,ACC6795450533
TXN-1722,user_093,5140.35,AED,India,real_estate,0.68,2024-01-19 16:09:27,transfer,Transaction 722,ACC1386561688,ACC5072937190
TXN-1723,user_018,7252.59,GBP,USA,healthcare,0.43,2024-01-19 14:37:16,withdrawal,Transaction 723,ACC1540109932,ACC3466743472
TXN-1724,user_178,8746.25,USD,India,jewelry,0.32,2024-01-19 12:51:12,deposit,Transaction 724,ACC5355080831,ACC4342467592
TXN-1725,user_163,2945.62,SGD,India,restaurant,0.28,2024-01-19 18:02:52,deposit,Transaction 725,ACC3771333410,ACC8067654287
TXN-1726,user_153,22483.46,GBP,India,healthcare,0.36,2024-01-19 14:28:17,payment,Transaction 726,ACC5394874544,ACC7553978249
TXN-1727,user_110,8101.69,USD,UAE,restaurant,0.87,2024-01-19 11:54:13,transfer,Transaction 727,ACC3805242007,ACC4933786070
TXN-1728,user_116,61462.07,INR,India,utilities,0.27,2024-01-19 12:37:23,withdrawal,Transaction 728,ACC5637405575,ACC6748567335
TXN-1729,user_023,135.97,AED,India,utilities,0.29,2024-01-19 15:16:28,payment,Transaction 729,ACC4150485498,ACC7613295531
TXN-1730,user_183,367279.51,INR,India,education,0.9,2024-01-19 14:12:03,deposit,Transaction 730,ACC2464137346,ACC7349738644
TXN-1731,user_188,435.13,AED,USA,retail,0.43,2024-01-19 17:09:14,transfer,Transaction 731,ACC3478466971,ACC1598458847
TXN-1732,user_052,206.58,AED,UK,automobile,0.39,2024-01-19 14:45:36,transfer,Transaction 732,ACC4855350373,ACC3958115418
TXN-1733,user_166,3241.52,INR,India,retail,0.51,2024-01-19 17:25:42,transfer,Transaction 733,ACC2468477755,ACC1465030538
TXN-1734,user_007,188.4,AED,UK,grocery,0.31,2024-01-19 11:07:57,payment,Transaction 734,ACC6515432294,ACC2856349770
TXN-1735,user_075,3222.09,GBP,UAE,restaurant,0.4,2024-01-19 11:39:59,deposit,Transaction 735,ACC6422991933,ACC3538751139
TXN-1736,user_058,862.76,USD,Singapore,restaurant,0.14,2024-01-19 14:13:17,payment,Transaction 736,ACC6664485506,ACC3892783751
TXN-1737,user_179,6369.07,GBP,UK,automobile,0.19,2024-01-19 11:34:06,deposit,Transaction 737,ACC3647747949,ACC6687941243
TXN-1738,user_089,4681.69,SGD,India,healthcare,0.39,2024-01-19 18:43:25,payment,Transaction 738,ACC6149258692,ACC5502776690
TXN-1739,user_001,295414.87,INR,USA,investment,0.34,2024-01-19 13:34:11,payment,Transaction 739,ACC9149805882,ACC7298215029
TXN-1740,user_079,1681.9,USD,USA,real_estate,0.93,2024-01-19 12:12:25,deposit,Transaction 740,ACC2616734540,ACC9807457697
TXN-1741,user_036,227.77,INR,USA,restaurant,0.21,2024-01-19 10:23:35,deposit,Transaction 741,ACC6858039393,ACC8217116343
TXN-1742,user_085,197.64,GBP,India,travel,0.14,2024-01-19 13:16:13,withdrawal,Transaction 742,ACC2651782692,ACC7599868228
TXN-1743,user_106,995.79,SGD,India,jewelry,0.28,2024-01-19 09:38:13,transfer,Transaction 743,ACC4358400933,ACC2097988300
TXN-1744,user_090,4667.33,EUR,India,online,0.34,2024-01-19 09:48:17,deposit,Transaction 744,ACC9860104058,ACC7995665455
TXN-1745,user_083,5487.13,INR,India,healthcare,0.34,2024-01-19 13:48:32,payment,Transaction 745,ACC5230797423,ACC2957860848
TXN-1746,user_170,680.32,GBP,USA,crypto_exchange,0.15,2024-01-19 12:48:42,transfer,Transaction 746,ACC6276091032,ACC3339099635
TXN-1747,user_029,92263.68,GBP,India,entertainment,0.49,2024-01-19 18:58:10,withdrawal,Transaction 747,ACC7467447076,ACC6757971564
TXN-1748,user_116,3766.1,EUR,India,travel,0.55,2024-01-19 17:23:14,transfer,Transaction 748,ACC5292811711,ACC8466285238
TXN-1749,user_032,981.55,USD,India,crypto_exchange,0.11,2024-01-19 18:09:40,deposit,Transaction 749,ACC2730757828,ACC6020199358
TXN-1750,user_014,5808.15,USD,India,healthcare,0.25,2024-01-19 17:14:59,deposit,Transaction 750,ACC6822605235,ACC8351095051
TXN-1751,user_003,305774.33,USD,India,investment,0.21,2024-01-19 11:05:42,deposit,Transaction 751,ACC8297510513,ACC4785291076
TXN-1752,user_078,8092.76,AED,India,jewelry,0.28,2024-01-19 18:18:28,payment,Transaction 752,ACC6819668649,ACC8470667144
TXN-1753,user_070,67931.34,AED,India,crypto_exchange,0.15,2024-01-19 16:03:50,payment,Transaction 753,ACC3648706958,ACC5058550686
TXN-1754,user_006,2697.77,AED,UAE,investment,0.29,2024-01-19 10:57:16,deposit,Transaction 754,ACC3803496985,ACC6606800163
TXN-1755,user_104,5365.93,USD,India,crypto_exchange,0.58,2024-01-19 15:58:06,payment,Transaction 755,ACC7665594167,ACC5831187851
TXN-1756,user_015,1360.12,EUR,UK,automobile,0.32,2024-01-19 18:58:28,withdrawal,Transaction 756,ACC5330176580,ACC9161679099
TXN-1757,user_049,7607.92,INR,India,automobile,0.34,2024-01-19 16:26:03,transfer,Transaction 757,ACC3485268216,ACC2039848347
TXN-1758,user_041,712.65,EUR,India,online,0.24,2024-01-19 15:30:00,payment,Transaction 758,ACC2487695805,ACC6925342035
TXN-1759,user_055,82453.04,EUR,India,travel,0.9,2024-01-19 11:54:44,withdrawal,Transaction 759,ACC3313087086,ACC1789920492
TXN-1760,user_103,788.73,GBP,UAE,automobile,0.16,2024-01-20 15:01:00,deposit,Transaction 760,ACC8625279066,ACC6441400545
TXN-1761,user_040,1636362.59,INR,India,jewelry,0.33,2024-01-20 18:27:05,deposit,Transaction 761,ACC7472313201,ACC2496442985
TXN-1762,user_098,239.67,USD,India,retail,0.43,2024-01-20 16:30:40,transfer,Transaction 762,ACC4407868517,ACC2939025890
TXN-1763,user_190,5889.16,AED,USA,jewelry,0.27,2024-01-20 09:00:47,transfer,Transaction 763,ACC2933362623,ACC8944245615
TXN-1764,user_151,2870.9,EUR,UAE,crypto_exchange,0.65,2024-01-20 16:52:32,withdrawal,Transaction 764,ACC4408797129,ACC2769135976
TXN-1765,user_126,8436.42,AED,India,real_estate,0.89,2024-01-20 15:51:25,withdrawal,Transaction 765,ACC9541723162,ACC3191863542
TXN-1766,user_195,68078.92,EUR,India,jewelry,0.4,2024-01-20 11:23:01,transfer,Transaction 766,ACC7329874462,ACC8928005042
TXN-1767,user_015,13329.17,SGD,Singapore,utilities,0.47,2024-01-20 12:06:02,transfer,Transaction 767,ACC9296700024,ACC5475808402
TXN-1768,user_049,1709.97,SGD,India,education,0.3,2024-01-20 18:25:30,deposit,Transaction 768,ACC8562672716,ACC1467872108
TXN-1769,user_156,54816.26,EUR,UAE,online,0.29,2024-01-20 09:06:14,transfer,Transaction 769,ACC1652792670,ACC1863909619
TXN-1770,user_118,3146.66,INR,India,healthcare,0.45,2024-01-20 18:46:50,transfer,Transaction 770,ACC5820813918,ACC6257986159
TXN-1771,user_144,32292.04,INR,India,restaurant,0.83,2024-01-20 18:05:32,transfer,Transaction 771,ACC5017317333,ACC3633862728
TXN-1772,user_154,30736.02,USD,Germany,investment,0.11,2024-01-20 10:29:18,deposit,Transaction 772,ACC6823005138,ACC3406782040
TXN-1773,user_158,17061.19,GBP,India,online,0.38,2024-01-20 10:26:45,payment,Transaction 773,ACC8492181077,ACC5100941184
TXN-1774,user_008,516.58,SGD,India,restaurant,0.2,2024-01-20 16:27:07,deposit,Transaction 774,ACC3146583115,ACC3651476099
TXN-1775,user_014,68741.06,AED,India,education,0.85,2024-01-20 13:13:51,deposit,Transaction 775,ACC4824040018,ACC9331694492
TXN-1776,user_133,89912.63,GBP,India,healthcare,0.21,2024-01-20 18:30:32,payment,Transaction 776,ACC7143520926,ACC8797086544
TXN-1777,user_032,8801.96,EUR,USA,utilities,0.81,2024-01-20 12:25:39,withdrawal,Transaction 777,ACC9130614385,ACC1294199612
TXN-1778,user_053,44301.07,INR,India,retail,0.12,2024-01-20 12:53:31,transfer,Transaction 778,ACC9073622951,ACC1261959932
TXN-1779,user_150,4284.23,AED,India,healthcare,0.14,2024-01-20 10:23:42,payment,Transaction 779,ACC7845400905,ACC6782882918
TXN-1780,user_048,84847.51,EUR,USA,healthcare,0.11,2024-01-20 10:55:27,withdrawal,Transaction 780,ACC8342459773,ACC5599872024
TXN-1781,user_081,146.55,EUR,India,healthcare,0.38,2024-01-20 15:34:29,deposit,Transaction 781,ACC9477309096,ACC4271917046
TXN-1782,user_090,98768.11,SGD,India,restaurant,0.24,2024-01-20 11:57:18,transfer,Transaction 782,ACC6107687719,ACC3995161745
TXN-1783,user_052,291.17,EUR,India,jewelry,0.33,2024-01-20 11:38:49,withdrawal,Transaction 783,ACC9072791800,ACC6660621083
TXN-1784,user_042,2137.34,AED,India,jewelry,0.22,2024-01-20 14:30:24,withdrawal,Transaction 784,ACC3435702320,ACC5266469747
TXN-1785,user_009,5644.6,AED,India,online,0.13,2024-01-20 18:45:32,payment,Transaction 785,ACC5605623417,ACC8040701576
TXN-1786,user_074,136658.65,SGD,UK,crypto_exchange,0.33,2024-01-20 12:01:24,transfer,Transaction 786,ACC7823083945,ACC1106504128
TXN-1787,user_070,49391.59,AED,UK,healthcare,0.2,2024-01-20 14:40:07,deposit,Transaction 787,ACC1327207794,ACC6385072114
TXN-1788,user_021,73089.45,INR,India,retail,0.28,2024-01-20 11:20:29,withdrawal,Transaction 788,ACC4482913721,ACC3192233430
TXN-1789,user_165,482.59,GBP,UK,crypto_exchange,0.29,2024-01-20 15:13:41,withdrawal,Transaction 789,ACC5723230224,ACC8165819565
TXN-1790,user_059,7726.93,USD,India,restaurant,0.26,2024-01-20 18:24:22,deposit,Transaction 790,ACC8852825875,ACC1240144329
